GENE	CHR	START	END
AL442071.2	1	39226669	39238620
AL442071.1	1	39249837	39257649
BMP8A	1	39491635	39529869
PABPC4	1	39560815	39576790
PABPC4-AS1	1	39565051	39573860
HEYL	1	39623434	39639643
AL035404.2	1	39633415	39633903
NT5C1A	1	39659120	39672038
HPCAL4	1	39678647	39691485
PPIE	1	39692181	39763914
BMP8B	1	39757181	39788865
OXCT2	1	39769522	39771348
BMP8B-AS1	1	39779968	39781418
AL033527.3	1	39788975	39790171
AL033527.4	1	39799421	39809450
LINC02811	1	39801413	39817460
TRIT1	1	39838109	39883511
MYCL	1	39895425	39902256
AL033527.2	1	39897744	39899098
MFSD2A	1	39955111	39969968
CAP1	1	40040232	40072649
PPT1	1	40071460	40097727
RLF	1	40161386	40240921
TMCO2	1	40245946	40251684
AL050341.2	1	40256426	40257967
ZMPSTE24	1	40258235	40294180
COL9A2	1	40300488	40317813
SMAP2	1	40344849	40423326
AL031985.4	1	40436198	40450039
ZFP69B	1	40450101	40463718
AL031985.3	1	40464318	40466767
ZFP69	1	40477289	40496343
AL603839.3	1	40493156	40508661
EXO5	1	40508740	40516556
AL603839.1	1	40514460	40515057
AL603839.2	1	40515753	40517174
ZNF684	1	40531572	40548167
AL356379.2	1	40559665	40584335
RIMS3	1	40620679	40665682
AL031289.2	1	40659847	40667480
AL031289.1	1	40669088	40687588
NFYC-AS1	1	40690379	40692066
NFYC	1	40691647	40771603
KCNQ4	1	40783786	40840452
CITED4	1	40861053	40862363
AC119677.1	1	40863913	40876670
AL391730.2	1	40939293	40945524
CTPS1	1	40979687	41012565
SLFNL1-AS1	1	41014589	41043890
SLFNL1	1	41015596	41023237
SCMH1	1	41027199	41242154
AC093151.8	1	41241771	41338644
AC093151.3	1	41242372	41284861
FOXO6	1	41361921	41383590
AC093151.2	1	41375003	41375669
EDN2	1	41478774	41484683
HIVEP3	1	41506364	42035925
AL445933.2	1	41535442	41535868
AC119676.1	1	41585305	41628816
AL158216.1	1	42036142	42051784
GUCA2B	1	42153409	42155820
GUCA2A	1	42162689	42164745
FOXJ3	1	42176538	42335877
AC096540.1	1	42335385	42338376
RIMKLA	1	42380791	42424232
ZMYND12	1	42430328	42456253
PPCS	1	42456116	42473385
CCDC30	1	42463220	42657190
PPIH	1	42658422	42676758
AC098484.4	1	42658686	42682160
AC098484.2	1	42678734	42681659
YBX1	1	42682417	42703805
CLDN19	1	42733092	42740254
P3H1	1	42746334	42767084
C1orf50	1	42767248	42779491
AC098484.1	1	42775812	42776790
TMEM269	1	42785006	42816619
SVBP	1	42807051	42817397
ERMAP	1	42817121	42844991
AL512353.1	1	42832521	42846422
ZNF691	1	42846572	42852477
SLC2A1	1	42925374	42958868
SLC2A1-AS1	1	42959048	42996814
AC099795.1	1	42959064	42961864
FAM183A	1	43145152	43156396
EBNA1BP2	1	43164174	43270936
CFAP57	1	43172148	43254358
TMEM125	1	43269982	43274002
C1orf210	1	43281876	43285617
TIE1	1	43300981	43323108
MPL	1	43337848	43352772
AL139289.3	1	43348287	43348844
AL139289.2	1	43354683	43358658
CDC20	1	43358980	43363203
ELOVL1	1	43363397	43368074
MED8	1	43383916	43389808
AL139289.1	1	43385112	43389155
SZT2	1	43389881	43454247
SZT2-AS1	1	43447775	43448644
HYI	1	43451002	43453989
HYI-AS1	1	43453926	43456995
PTPRF	1	43525186	43623666
KDM4A	1	43650148	43705518
KDM4A-AS1	1	43685122	43708138
ST3GAL3	1	43705823	43931165
AL451062.1	1	43709391	43727343
ARTN	1	43933319	43937240
AL357079.1	1	43937917	43946551
IPO13	1	43946949	43968022
AL357079.2	1	43968350	43974821
DPH2	1	43969999	43973369
ATP6V0B	1	43974486	43978295
B4GALT2	1	43978942	43991170
CCDC24	1	43991358	43996528
SLC6A9	1	43991499	44031467
AL139220.2	1	44030436	44115913
KLF17	1	44118820	44135140
KLF18	1	44137820	44141631
DMAP1	1	44213454	44220681
ERI3	1	44221069	44355260
ERI3-IT1	1	44243407	44244273
RNF220	1	44405193	44651724
TMEM53	1	44635237	44674481
ARMH1	1	44674691	44725591
KIF2C	1	44739817	44767767
AL592166.1	1	44759036	44775810
RPS8	1	44775250	44778779
BEST4	1	44783584	44788170
PLK3	1	44800376	44805990
TCTEX1D4	1	44805912	44806675
BTBD19	1	44808481	44815585
PTCH2	1	44819843	44843253
EIF2B3	1	44850521	44986722
HECTD3	1	45002539	45011324
UROD	1	45010949	45015575
ZSWIM5	1	45016398	45306209
LINC01144	1	45303909	45305619
HPDL	1	45326894	45328679
MUTYH	1	45329162	45340893
TOE1	1	45340051	45343973
TESK2	1	45343882	45491163
CCDC163	1	45493865	45500079
MMACHC	1	45500299	45513382
PRDX1	1	45511035	45523047
AKR1A1	1	45550542	45570049
NASP	1	45583845	45618904
CCDC17	1	45620043	45624057
GPBP1L1	1	45627303	45688113
TMEM69	1	45688180	45694436
IPP	1	45694323	45750653
AL604028.1	1	45694683	45697075
MAST2	1	45786986	46036122
PIK3R3	1	46040139	46133036
AL358075.1	1	46046817	46048368
AL358075.2	1	46134530	46139081
TSPAN1	1	46175072	46185962
P3R3URF	1	46175485	46176478
POMGNT1	1	46188681	46220305
LURAP1	1	46203333	46221256
RAD54L	1	46246460	46278480
LRRC41	1	46261195	46303608
UQCRH	1	46303697	46316776
NSUN4	1	46340176	46365152
FAAH	1	46394316	46413848
LINC01398	1	46446599	46451317
DMBX1	1	46506995	46514226
TMEM275	1	46532165	46543969
MKNK1-AS1	1	46538610	46570255
KNCN	1	46545643	46551527
MKNK1	1	46557407	46616843
MOB3C	1	46607714	46616891
ATPAF1	1	46632736	46673867
TEX38	1	46668854	46673594
EFCAB14-AS1	1	46674035	46692098
EFCAB14	1	46675158	46719114
CYP4B1	1	46757837	46819413
CYP4A11	1	46929176	46941484
CYP4X1	1	47023668	47050751
CYP4Z1	1	47067230	47118318
CYP4A22-AS1	1	47096652	47179271
CYP4A22	1	47137434	47149735
LINC00853	1	47179249	47180339
PDZK1IP1	1	47183581	47191044
TAL1	1	47216289	47232220
AL135960.1	1	47225796	47230750
STIL	1	47250138	47314147
CMPK1	1	47333796	47378839
LINC01389	1	47380927	47408477
FOXE3	1	47416284	47418052
FOXD2-AS1	1	47432132	47434641
FOXD2	1	47436016	47440691
LINC01738	1	47688462	47704029
TRABD2B	1	47760527	47997385
AL691459.1	1	47761131	47765547
AC096541.1	1	47818065	47820237
LINC02794	1	48050658	48091736
AL356289.1	1	48078786	48082196
AL109659.1	1	48172971	48206857
SLC5A9	1	48222684	48248644
AL109659.2	1	48227887	48229561
SPATA6	1	48295372	48472208
AGBL4	1	48532853	50023954
AL391844.1	1	48552990	48558106
BEND5	1	48727518	48776969
AL645507.1	1	48926020	48936734
AC099788.1	1	49025594	49187585
AL590432.1	1	49257410	49269285
AGBL4-IT1	1	49374200	49472085
ELAVL4	1	50024028	50203786
AL592182.2	1	50174305	50175868
AL592182.1	1	50206083	50223127
LINC02808	1	50229661	50321192
AL592182.3	1	50252568	50258994
DMRTA2	1	50417549	50423443
AL049637.2	1	50423608	50425316
FAF1	1	50437027	50960267
AL049637.1	1	50461468	50471150
CDKN2C	1	50960744	50974634
C1orf185	1	51102220	51148086
LINC01562	1	51195094	51235096
RNF11	1	51236272	51273447
AL162430.2	1	51264915	51266074
TTC39A	1	51287257	51345116
TTC39A-AS1	1	51329653	51335324
EPS15	1	51354262	51519266
AC104170.2	1	51461720	51463416
AC104170.1	1	51518308	51561629
OSBPL9	1	51577178	51798427
NRDC	1	51789190	51878937
AL050343.2	1	51793933	51799154
AL050343.3	1	51801027	51801307
RAB3B	1	51907955	51990700
TXNDC12	1	52020130	52056171
KTI12	1	52032102	52033810
AL445685.1	1	52033390	52044279
TXNDC12-AS1	1	52050917	52052683
BTF3L4	1	52056198	52090716
ZFYVE9	1	52142093	52346686
CC2D1B	1	52345722	52366193
AL513218.1	1	52353486	52353877
AL513218.2	1	52365442	52367865
ORC1	1	52372828	52404423
PRPF38A	1	52404601	52420836
TUT4	1	52408281	52553487
AL591167.1	1	52554817	52555273
GPX7	1	52602370	52609051
SHISAL2A	1	52633167	52669683
COA7	1	52684448	52698347
ZYG11B	1	52726452	52827336
ZYG11A	1	52842510	52894998
AC099677.4	1	52881215	52881730
ECHDC2	1	52895909	52927212
SCP2	1	52927275	53051698
PODN	1	53062051	53085502
AL445183.1	1	53069937	53085502
SLC1A7	1	53087178	53142632
AL445183.2	1	53114575	53118609
CPT2	1	53196791	53214197
AL606760.2	1	53209782	53213775
CZIB	1	53214098	53220634
AL606760.3	1	53220662	53224253
MAGOH	1	53226899	53238518
AL606760.1	1	53238549	53246482
LRP8	1	53242363	53328469
AL355483.3	1	53267934	53268601
AL355483.1	1	53288023	53289706
AL355483.2	1	53304535	53307462
LINC01771	1	53328232	53336509
AC119428.2	1	53344030	53365473
AC119428.1	1	53348487	53349233
LINC02812	1	53366655	53368245
DMRTB1	1	53459398	53467488
GLIS1	1	53506236	53738106
NDC1	1	53765477	53838463
YIPF1	1	53851718	53889798
DIO1	1	53891238	53911086
HSPB11	1	53916573	53945929
LRRC42	1	53946084	53968168
LDLRAD1	1	54007297	54018186
TMEM59	1	54026680	54053504
TCEANC2	1	54053583	54112519
CDCP2	1	54132967	54153770
AL357673.2	1	54137745	54142980
CYB5RL	1	54169650	54200036
MRPL37	1	54184040	54225464
SSBP3	1	54225431	54413479
SSBP3-AS1	1	54236439	54239063
AL161644.1	1	54285404	54287371
AL035415.1	1	54416255	54420860
AC099796.2	1	54514416	54517383
LINC02784	1	54516411	54517259
ACOT11	1	54542256	54639192
FAM151A	1	54609180	54623556
AL590093.1	1	54621476	54628438
MROH7	1	54641753	54710266
TTC4	1	54715860	54742657
PARS2	1	54756897	54764523
TTC22	1	54779711	54801323
AC096536.1	1	54792884	54794905
LEXM	1	54806062	54842252
DHCR24	1	54849626	54887195
AC096536.3	1	54874671	54883664
AC096536.2	1	54886874	54888001
DHCR24-DT	1	54887562	54888850
AL590440.2	1	54974899	54980464
TMEM61	1	54980627	54992288
AL590440.1	1	54980949	54992274
BSND	1	54998932	55017172
PCSK9	1	55039547	55064852
USP24	1	55066358	55215364
MIR4422HG	1	55217644	55324691
AL603840.1	1	55329287	56070513
LINC01755	1	55868253	55950119
LINC01753	1	55915602	55944980
AL353681.1	1	56145720	56155224
AC119674.1	1	56154544	56477687
LINC01767	1	56414934	56417137
PLPP3	1	56494760	56645301
PRKAA2	1	56645313	56715335
FYB2	1	56718788	56819696
AL360295.1	1	56823678	56826920
C8A	1	56854805	56918221
C8B	1	56929206	56966140
AL161740.1	1	56963885	56996757
DAB1	1	56994777	58546734
AL390243.1	1	57386575	57387450
DAB1-AS1	1	57860531	57880905
AL445193.2	1	58060138	58080274
OMA1	1	58415383	58546802
AL035411.3	1	58546167	58563897
TACSTD2	1	58575432	58577252
MYSM1	1	58643439	58700077
AL136985.3	1	58715608	58771295
JUN	1	58780790	58784047
LINC01135	1	58785127	58901109
AL136985.2	1	58812807	58813342
AL136985.1	1	58838447	58851254
LINC02777	1	58882867	58931897
LINC01358	1	58933642	59240555
AL592431.2	1	59054396	59056049
AL592431.1	1	59055998	59078116
AC093425.1	1	59131931	59296491
AC093424.1	1	59289302	59289640
FGGY	1	59296637	59810647
AL035416.1	1	59754746	59789182
HOOK1	1	59814785	59876370
CYP2J2	1	59893307	59926773
C1orf87	1	59987268	60073770
LINC02778	1	60114874	60149784
LINC01748	1	60515715	60640507
AC099792.1	1	60659630	60868009
NFIA	1	60865258	61462788
NFIA-AS2	1	60912674	61056885
NFIA-AS1	1	61248944	61253510
AC099791.3	1	61481086	61533271
AC099791.4	1	61588048	61589904
TM2D1	1	61681045	61725423
AC099791.2	1	61741997	61742424
PATJ	1	61742405	62178675
L1TD1	1	62194848	62212328
KANK4	1	62236164	62319434
USP1	1	62436296	62451804
DOCK7	1	62454297	62688386
ANGPTL3	1	62597519	62606313
AC103923.1	1	62688481	62710694
ATG4C	1	62784131	62865516
AC099794.1	1	62896008	62901639
LINC01739	1	62975750	63022504
AL162400.3	1	63011196	63018614
AL162400.1	1	63024206	63025658
AL162400.2	1	63078080	63079031
AC096543.1	1	63139249	63163153
LINC00466	1	63159082	63317274
AC096543.2	1	63249919	63251771
FOXD3-AS1	1	63320883	63324441
FOXD3	1	63322566	63325128
ALG6	1	63367574	63438553
ITGB3BP	1	63440769	63593721
BX004807.1	1	63487956	63508204
EFCAB7	1	63523371	63572693
DLEU2L	1	63547081	63550636
PGM1	1	63593410	63660245
ROR1	1	63774016	64181498
ROR1-AS1	1	64094441	64171297
AL445205.1	1	64186790	64192685
UBE2U	1	64203626	64267368
CACHD1	1	64470128	64693058
RAVER2	1	64745094	64833232
JAK1	1	64833228	65067754
LINC01359	1	64972224	65002489
AL357078.2	1	65003469	65004087
AK4	1	65147548	65232145
DNAJC6	1	65248218	65415871
AL139294.1	1	65279455	65306521
LEPROT	1	65420586	65436007
LEPR	1	65420651	65641559
AC119800.1	1	65486405	65494188
AL513493.1	1	65703961	65714847
PDE4B	1	65792513	66374579
AL590783.1	1	66042499	66050718
SGIP1	1	66533382	66751139
AL139147.1	1	66665863	66677027
TCTEX1D1	1	66752458	66779047
INSL5	1	66797740	66801256
WDR78	1	66812884	66924856
AL592161.1	1	66826941	66828558
MIER1	1	66924894	66988619
SLC35D1	1	66999349	67054148
C1orf141	1	67092164	67231853
AL133320.2	1	67121604	67123956
IL23R	1	67138906	67259979
IL12RB2	1	67307363	67397090
SERBP1	1	67407809	67430415
LINC01702	1	67522298	67532612
GADD45A	1	67685200	67688334
GNG12	1	67701474	67833467
GNG12-AS1	1	67832302	68202987
DIRAS3	1	68045885	68051631
WLS	1	68098472	68233120
RPE65	1	68428821	68449954
DEPDC1	1	68474151	68497221
AL138789.1	1	68479128	68483539
DEPDC1-AS1	1	68496675	68538627
AL035412.1	1	68633700	68640425
AL033530.1	1	68679201	68943452
AL691520.1	1	68974009	69023558
LINC01707	1	69055837	69229607
LINC02791	1	69215834	69249477
LINC01758	1	69433254	69435409
AL359894.1	1	69551847	69563715
LRRC7	1	69568260	70151945
AL117353.1	1	69706949	69710274
AL158840.1	1	70013981	70031222
LRRC40	1	70144804	70205579
SRSF11	1	70205681	70253052
AL353771.1	1	70218588	70221023
ANKRD13C	1	70258998	70354734
HHLA3	1	70354804	70385339
AL158839.1	1	70359561	70360437
CTH	1	70411217	70439851
AL354872.2	1	70445070	70445536
LINC01788	1	70706440	70786468
AL513285.1	1	70715932	70720289
PTGER3	1	70852352	71047808
AL031429.1	1	70947378	70951493
AL031429.2	1	71005853	71006502
ZRANB2-AS1	1	71048854	71067184
ZRANB2	1	71063290	71081289
ZRANB2-AS2	1	71081323	71489976
NEGR1	1	71395942	72282539
AL354949.1	1	71570955	71573558
NEGR1-IT1	1	71794231	71837012
AL513166.1	1	72283169	72753772
AL583808.1	1	72636546	72899240
LINC02796	1	72765030	72791282
LINC02797	1	72793103	72854475
LINC01360	1	73305608	73355253
LINC02238	1	73635215	73715214
AL591463.1	1	73787369	73915340
LRRIQ3	1	74026014	74198187
FPGT	1	74198211	74234086
TNNI3K	1	74235386	74544428
AC093158.1	1	74341578	74378802
AC105271.1	1	74468194	74469543
LRRC53	1	74469877	74512614
ERICH3	1	74568116	74673792
ERICH3-AS1	1	74577429	74626098
AC135803.1	1	74698768	74699333
CRYZ	1	74705481	74733408
TYW3	1	74733151	74766678
AC133865.1	1	74963313	74965118
AC099786.3	1	75122517	75123927
AC099786.1	1	75127829	75133058
LHX8	1	75128433	75161533
AC099786.2	1	75129973	75132576
SLC44A5	1	75202130	75611116
ACADM	1	75724346	75787575
RABGGTB	1	75786196	75795086
MSH4	1	75796881	75913242
ASB17	1	75918872	75932404
AC092813.1	1	75926453	76019356
AC092813.2	1	76041690	76066349
ST6GALNAC3	1	76074745	76634603
AC104458.1	1	76636876	76637339
LINC02567	1	76758123	76779267
ST6GALNAC5	1	76867479	77067546
AL035409.1	1	77067919	77086402
PIGK	1	77088988	77219430
AC093433.2	1	77248632	77250826
AK5	1	77282018	77559966
AC095030.1	1	77346045	77349585
AC093575.1	1	77431313	77437604
AC118549.1	1	77562415	77683419
USP33	1	77695986	77759852
MIGA1	1	77779623	77879539
NEXN-AS1	1	77881347	77889539
NEXN	1	77888512	77943895
FUBP1	1	77944054	77979110
DNAJB4	1	77979174	78017964
GIPC2	1	77979541	78138444
AC103591.3	1	78004345	78004554
AC103591.4	1	78022564	78024861
AC096531.2	1	78229598	78369464
PTGFR	1	78303883	78540701
IFI44L	1	78619921	78646145
IFI44	1	78649795	78664078
ADGRL4	1	78889763	79282124
AL353651.2	1	79323768	79324852
AL353651.1	1	79323768	79324863
LINC02792	1	79325007	79346445
AC099671.1	1	79967732	80051404
AC098657.2	1	80114942	80116918
AL606519.1	1	80373363	80374621
AL136234.1	1	80534977	80584363
LINC01781	1	80535754	80646791
AC093154.1	1	81209833	81222076
ADGRL2	1	81306159	81992436
AL138799.2	1	81505098	81506296
AL138799.4	1	81513879	81557702
AC117944.1	1	81585940	81625713
AL157944.1	1	82212412	82848205
LINC01362	1	82903182	83166815
LINC01361	1	82970819	82986208
AC116099.1	1	83397554	83425353
LINC01712	1	83445966	83480024
LINC01725	1	83575775	83861023
AL035706.1	1	83790279	83801465
TTLL7	1	83865023	83999150
TTLL7-IT1	1	83979117	83984300
AC104454.2	1	84038528	84065031
AL359504.2	1	84076330	84077931
PRKACB	1	84078061	84238498
SAMD13	1	84298365	84389957
DNASE2B	1	84398531	84415018
AL844170.1	1	84477038	84479157
RPF1	1	84479258	84498352
GNG5	1	84498324	84506581
SPATA1	1	84506299	84566194
CTBS	1	84549610	84574480
AL359762.1	1	84574128	84583620
AL359762.2	1	84607098	84610697
LINC01555	1	84628229	84635020
SSX2IP	1	84643706	84690803
AC104169.1	1	84785426	84786714
LPAR3	1	84811601	84893206
MCOLN2	1	84925582	84997113
WDR63	1	84999146	85133138
MCOLN3	1	85018081	85048500
SYDE2	1	85156888	85201016
C1orf52	1	85249952	85259672
BCL10	1	85265775	85276632
AL078459.1	1	85276387	85448124
DDAH1	1	85318480	85578363
AL360219.1	1	85467294	85467660
AC092807.3	1	85482280	85578250
AC092807.2	1	85578499	85578742
CCN1	1	85580760	85583950
AC092807.1	1	85599130	85600734
ZNHIT6	1	85649416	85708433
COL24A1	1	85729232	86156943
LINC02795	1	86288703	86320711
ODF2L	1	86346823	86396342
CLCA2	1	86424170	86456553
CLCA1	1	86468367	86500289
CLCA4	1	86547077	86580754
CLCA4-AS1	1	86571180	86696311
AL049597.2	1	86703501	86704462
SH3GLB1	1	86704569	86748184
AL355981.1	1	86821557	86834169
SELENOF	1	86862444	86914424
HS2ST1	1	86914634	87109982
AL121989.1	1	86932198	86934891
LINC01140	1	87129764	87169198
LINC02801	1	87212668	87264741
LMO4	1	87328879	87348923
LINC01364	1	87353520	87371683
PKN2-AS1	1	87620802	88685204
AL445438.1	1	88462935	88464079
PKN2	1	88684221	88836255
GTF2B	1	88852632	88891944
KYAT3	1	88935772	88992953
RBMXL1	1	88979455	88992960
GBP3	1	89006678	89022894
GBP1	1	89052318	89065230
GBP2	1	89106131	89150456
AC104459.1	1	89128431	89144695
GBP7	1	89131741	89176009
GBP4	1	89181143	89198942
AC099063.4	1	89198713	89207040
GBP5	1	89258949	89272804
AC099063.1	1	89260581	89269754
GBP6	1	89364057	89386461
AL596214.1	1	89427532	89525472
LRRC8B	1	89524835	89597864
LRRC8C-DT	1	89581290	89632916
AC093423.2	1	89629724	89676386
LRRC8C	1	89633071	89769903
AC099568.1	1	89788913	89790492
AC099568.2	1	89820173	89820868
LRRC8D	1	89821013	89936611
AL391497.1	1	89939600	89940147
ZNF326	1	89995109	90035533
AL161797.1	1	90045997	90047109
AC098656.1	1	90242087	90284188
AL627316.1	1	90388192	90420396
LINC02787	1	90510909	90533472
BARHL2	1	90711538	90717302
AC092805.1	1	90719575	90725620
LINC02609	1	90769085	90851658
LINC02788	1	90835659	90849472
LINC01763	1	90851121	90855253
AC091614.1	1	90860549	90862920
ZNF644	1	90915297	91022272
HFM1	1	91260765	91404856
CDC7	1	91500850	91525764
TGFBR3	1	91680342	91906335
BRDT	1	91949370	92014426
EPHX4	1	92029984	92063538
SETSIP	1	92074532	92075441
BTBD8	1	92080304	92184725
AC104836.1	1	92189236	92190707
C1orf146	1	92217914	92245813
GLMN	1	92246401	92298987
RPAP2	1	92299058	92402056
GFI1	1	92473042	92486925
EVI5	1	92508695	92792404
RPL5	1	92832012	92841924
DIPK1A	1	92832736	92961522
AC093577.1	1	92978264	92987367
MTF2	1	93079234	93139079
TMED5	1	93149741	93180516
CCDC18	1	93179918	93278730
CCDC18-AS1	1	93262185	93346025
DR1	1	93345906	93369493
FNBP1L	1	93448130	93554661
BCAR3	1	93561740	93847150
AL109613.1	1	93592198	93605573
AL049796.1	1	93847173	93848939
DNTTIP2	1	93866283	93879918
GCLM	1	93885198	93909456
ABCA4	1	93992833	94121148
AC093579.1	1	94145110	94145619
ARHGAP29	1	94148987	94275068
ARHGAP29-AS1	1	94247818	94411036
AC097059.1	1	94318478	94324569
AC118469.2	1	94417742	94418228
ABCD3	1	94418388	94518666
F3	1	94529172	94541759
AC093117.1	1	94585555	94592297
SLC44A3	1	94820341	94895246
CNN3	1	94896948	94927223
AC105942.1	1	94927360	94963616
ALG14	1	94974404	95072951
AC095033.1	1	95061595	95067545
TLCD4	1	95117354	95197607
AC092802.3	1	95120146	95138554
AC092802.1	1	95161675	95233982
RWDD3	1	95234209	95247225
AC092802.2	1	95243166	95278940
AC092802.4	1	95282232	95287702
LINC01760	1	95310927	95318263
LINC01650	1	95351250	95352676
AL445218.1	1	95356228	95381000
LINC01761	1	95474736	95479356
LINC02607	1	95510058	95782342
AL683887.1	1	95743095	95759470
LINC02790	1	95937900	96022890
LINC01787	1	96254068	96374125
PTBP2	1	96721664	96823738
DPYD	1	97077742	97995000
DPYD-AS1	1	97095922	97322955
DPYD-IT1	1	97394153	97420141
DPYD-AS2	1	97796920	97798066
MIR137HG	1	97933473	98049863
BX005019.1	1	97967004	97968814
AC104453.1	1	98052076	98054592
LINC01776	1	98210746	98272658
SNX7	1	98661700	98760500
PLPPR5	1	98890244	99005032
AL445433.2	1	99004275	99244794
PLPPR4	1	99263952	99309590
LINC01708	1	99472331	99600995
PALMD	1	99646112	99694541
FRRS1	1	99708631	99766631
AGL	1	99850360	99924023
AC118553.1	1	99968382	99969864
SLC35A3	1	99969350	100035634
MFSD14A	1	100038094	100083377
AC093019.2	1	100057989	100084471
SASS6	1	100083562	100132955
TRMT13	1	100133149	100150498
LRRC39	1	100148448	100178273
DBT	1	100186918	100249834
AL445928.2	1	100220487	100253414
RTCA-AS1	1	100251527	100266179
RTCA	1	100266206	100292769
AC104457.2	1	100344476	100345242
CDC14A	1	100345000	100520277
AL589990.1	1	100462398	100485997
GPR88	1	100538138	100542021
LINC01349	1	100627048	100640613
AC099670.3	1	100628229	100641723
VCAM1	1	100719741	100739045
EXTL2	1	100872371	100895179
AC104506.1	1	100894927	100895356
SLC30A7	1	100896075	100981757
DPH5	1	100989622	101026088
AC093157.2	1	100995472	100996260
AC093157.1	1	101025843	101090513
AL109741.1	1	101235682	101236528
S1PR1	1	101236864	101243713
LINC01307	1	101323336	101390303
LINC01709	1	101639508	101787572
OLFM3	1	101802573	101997030
AC114485.1	1	102199738	102389630
AC099567.1	1	102763321	102853842
COL11A1	1	102876466	103108872
AC095032.2	1	103414878	103425465
AC095032.1	1	103415979	103525511
RNPC3	1	103525690	103555239
AMY2B	1	103553814	103579534
AMY2A	1	103616810	103625780
AMY1A	1	103655289	103664554
AMY1B	1	103687414	103696680
AMY1C	1	103750405	103758690
AL591888.1	1	104998405	105032365
LINC01676	1	105587574	105618991
LINC01677	1	105927619	106028277
AL355306.2	1	105956693	106124564
LINC01661	1	106818223	106865316
PRMT6	1	107056673	107067636
NTNG1	1	107140006	107483458
VAV3	1	107571160	107965180
VAV3-AS1	1	107964442	107994607
LINC02785	1	108040262	108076020
SLC25A24	1	108134042	108200849
AL359258.2	1	108199925	108201491
NBPF4	1	108223340	108244081
AL359258.1	1	108261195	108273689
AL390038.1	1	108420688	108433184
NBPF6	1	108450281	108471002
FAM102B	1	108560088	108644900
HENMT1	1	108648289	108661526
AL160171.1	1	108661532	108666246
PRPF38B	1	108692309	108702928
FNDC7	1	108712907	108742749
AL591719.2	1	108734255	108734725
STXBP3	1	108746673	108809523
AKNAD1	1	108815897	108963484
SPATA42	1	108857216	108858524
GPSM2	1	108875349	108934545
CLCC1	1	108929507	108963457
WDR47	1	108970213	109042113
TAF13	1	109062485	109076003
AL356488.3	1	109087970	109090858
TMEM167B	1	109089802	109096934
AL356488.2	1	109100192	109100619
C1orf194	1	109105950	109113857
